pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level,rop_global,rop_per_pod
7,0,7,0,36,0,0,0,240,240,99999,0,0,7,0.076,18.24,0.6,0.5,1,1
7,0,8,0,357,0,0,0,120,120,99999,0,0,8,0.114,13.68,0.6,0.5,3,3
7,0,9,0,311,0,0,0,96,96,99999,0,0,9,0.145,13.92,0.6,0.5,1,1
8,0,0,0,119,0,0,0,48,48,99999,0,0,0,0.558,26.784,0.6,0.5,1,1
8,0,1,0,271,0,0,0,120,120,99999,0,0,1,0.083,9.96,0.6,0.5,1,1
8,0,2,0,362,0,0,0,192,192,99999,0,0,2,0.042,8.064,0.6,0.5,1,1
8,0,3,0,329,0,0,0,96,96,99999,0,0,3,0.525,50.4,0.6,0.5,1,1
8,0,4,0,341,0,0,0,24,24,99999,0,0,4,1.052,25.248,0.6,0.5,1,1
8,0,5,0,79,0,0,0,6,6,99999,0,0,5,2.702,16.212,0.6,0.5,2,2
8,0,6,0,209,0,0,0,240,240,99999,0,0,6,0.042,10.08,0.6,0.5,1,1
8,0,7,0,67,0,0,0,120,120,99999,0,0,7,0.063,7.56,0.6,0.5,1,1
8,0,8,0,47,0,0,0,8,8,99999,0,0,8,4.135,33.08,0.6,0.5,1,1
8,0,9,0,33,0,0,0,240,240,99999,0,0,9,0.184,44.16,0.6,0.5,1,1
9,0,0,0,5,0,0,0,40,40,99999,0,0,0,1.131,45.24,0.6,0.5,1,1
9,0,1,0,60,0,0,0,48,48,99999,0,0,1,0.547,26.256,0.6,0.5,1,1
9,0,2,0,153,0,0,0,24,24,99999,0,0,2,0.9,21.6,0.6,0.5,2,2
9,0,3,0,178,0,0,0,48,48,99999,0,0,3,0.267,12.816,0.6,0.5,1,1
9,0,4,0,253,0,0,0,12,12,99999,0,0,4,1.267,15.204,0.6,0.5,1,1
9,0,5,0,26,0,0,0,144,144,99999,0,0,5,0.172,24.768,0.6,0.5,2,2
9,0,6,0,162,0,0,0,360,360,99999,0,0,6,0.086,30.96,0.6,0.5,1,1
9,0,7,0,377,0,0,0,8,8,99999,0,0,7,3.375,27.0,0.6,0.5,1,1
9,0,8,0,120,0,0,0,144,144,99999,0,0,8,0.179,25.776,0.6,0.5,1,1
9,0,9,0,192,0,0,0,2000,2000,99999,0,0,9,0.1,200.0,0.6,0.5,1,1
10,0,0,0,291,0,0,0,48,48,99999,0,0,0,0.27,12.96,0.6,0.5,2,2
10,0,1,0,101,0,0,0,48,48,99999,0,0,1,0.815,39.12,0.6,0.5,1,1
10,0,2,0,44,0,0,0,24,24,99999,0,0,2,0.792,19.008,0.6,0.5,1,1
10,0,3,0,156,0,0,0,48,48,99999,0,0,3,0.89,42.72,0.6,0.5,1,1
10,0,4,0,104,0,0,0,48,48,99999,0,0,4,0.927,44.496,0.6,0.5,1,1
10,0,5,0,203,0,0,0,144,144,99999,0,0,5,0.133,19.152,0.6,0.5,1,1
10,0,6,0,166,0,0,0,64,64,99999,0,0,6,0.2,12.8,0.6,0.5,1,1
10,0,7,0,249,0,0,0,72,72,99999,0,0,7,0.11,7.92,0.6,0.5,1,1
10,0,8,0,75,0,0,0,8,8,99999,0,0,8,3.038,24.304,0.6,0.5,2,2
10,0,9,0,283,0,0,0,90,90,99999,0,0,9,0.183,16.47,0.6,0.5,5,5
11,0,0,0,375,0,0,0,20,20,99999,0,0,0,2.256,45.12,0.6,0.5,1,1
11,0,1,0,154,0,0,0,24,24,99999,0,0,1,1.008,24.192,0.6,0.5,1,1
11,0,2,0,7,0,0,0,96,96,99999,0,0,2,0.658,63.168,0.6,0.5,3,3
11,0,3,0,182,0,0,0,288,288,99999,0,0,3,0.167,48.096,0.6,0.5,1,1
11,0,4,0,99,0,0,0,48,48,99999,0,0,4,0.575,27.6,0.6,0.5,1,1
11,0,5,0,369,0,0,0,16,16,99999,0,0,5,0.219,3.504,0.6,0.5,1,1
11,0,6,0,77,0,0,0,16,16,99999,0,0,6,2.138,34.208,0.6,0.5,1,1
11,0,7,0,370,0,0,0,96,96,99999,0,0,7,0.083,7.968,0.6,0.5,1,1
11,0,8,0,56,0,0,0,30,30,99999,0,0,8,0.13,3.9,0.6,0.5,1,1
11,0,9,0,265,0,0,0,40,40,99999,0,0,9,0.165,6.6,0.6,0.5,1,1
12,0,0,0,138,0,0,0,48,48,99999,0,0,0,0.625,30.0,0.6,0.5,1,1
12,0,1,0,73,0,0,0,12,12,99999,0,0,1,1.733,20.796,0.6,0.5,1,1
12,0,2,0,389,0,0,0,8,8,99999,0,0,2,1.72,13.76,0.6,0.5,1,1
12,0,3,0,378,0,0,0,60,60,99999,0,0,3,1.4,84.0,0.6,0.5,1,1
12,0,4,0,335,0,0,0,10,10,99999,0,0,4,1.79,17.9,0.6,0.5,1,1
12,0,5,0,260,0,0,0,48,48,99999,0,0,5,0.178,8.544,0.6,0.5,4,4
12,0,6,0,280,0,0,0,40,40,99999,0,0,6,0.335,13.4,0.6,0.5,1,1
12,0,7,0,364,0,0,0,48,48,99999,0,0,7,0.252,12.096,0.6,0.5,3,3
12,0,8,0,322,0,0,0,180,180,99999,0,0,8,0.117,21.06,0.6,0.5,1,1
12,0,9,0,43,0,0,0,24,24,99999,0,0,9,1.138,27.312,0.6,0.5,1,1
13,0,0,0,116,0,0,0,48,48,99999,0,0,0,0.6,28.8,0.6,0.5,1,1
13,0,1,0,72,0,0,0,18,18,99999,0,0,1,1.947,35.046,0.6,0.5,1,1
13,0,2,0,293,0,0,0,48,48,99999,0,0,2,0.343,16.464,0.6,0.5,1,1
13,0,3,0,93,0,0,0,48,48,99999,0,0,3,0.627,30.096,0.6,0.5,1,1
13,0,4,0,128,0,0,0,144,144,99999,0,0,4,0.1,14.4,0.6,0.5,1,1
13,0,5,0,52,0,0,0,48,48,99999,0,0,5,0.678,32.544,0.6,0.5,1,1
13,0,6,0,16,0,0,0,48,48,99999,0,0,6,0.596,28.608,0.6,0.5,9,9
13,0,7,0,228,0,0,0,144,144,99999,0,0,7,0.067,9.648,0.6,0.5,2,2
13,0,8,0,177,0,0,0,108,108,99999,0,0,8,0.133,14.364,0.6,0.5,1,1
13,0,9,0,240,0,0,0,72,72,99999,0,0,9,0.1,7.2,0.6,0.5,1,1
14,0,0,0,58,0,0,0,48,48,99999,0,0,0,0.583,27.984,0.6,0.5,2,2
14,0,1,0,200,0,0,0,360,360,99999,0,0,1,0.06,21.6,0.6,0.5,1,1
14,0,2,0,57,0,0,0,72,72,99999,0,0,2,0.056,4.032,0.6,0.5,1,1
14,0,3,0,288,0,0,0,72,72,99999,0,0,3,0.3,21.6,0.6,0.5,1,1
14,0,4,0,124,0,0,0,96,96,99999,0,0,4,0.25,24.0,0.6,0.5,1,1
14,0,5,0,373,0,0,0,280,280,99999,0,0,5,0.171,47.88,0.6,0.5,1,1
14,0,6,0,12,0,0,0,16,16,99999,0,0,6,2.062,32.992,0.6,0.5,1,1
14,0,7,0,42,0,0,0,24,24,99999,0,0,7,1.067,25.608,0.6,0.5,1,1
14,0,8,0,39,0,0,0,96,96,99999,0,0,8,0.167,16.032,0.6,0.5,3,3
14,0,9,0,40,0,0,0,48,48,99999,0,0,9,0.679,32.592,0.6,0.5,5,5
15,0,0,0,239,0,0,0,48,48,99999,0,0,0,0.107,5.136,0.6,0.5,1,1
15,0,1,0,321,0,0,0,450,450,99999,0,0,1,0.162,72.9,0.6,0.5,1,1
15,0,2,0,267,0,0,0,40,40,99999,0,0,2,0.114,4.56,0.6,0.5,3,3
15,0,3,0,70,0,0,0,8,8,99999,0,0,3,4.784,38.272,0.6,0.5,1,1
15,0,4,0,82,0,0,0,8,8,99999,0,0,4,3.548,28.384,0.6,0.5,1,1
15,0,5,0,292,0,0,0,24,24,99999,0,0,5,0.325,7.8,0.6,0.5,2,2
15,0,6,0,358,0,0,0,40,40,99999,0,0,6,0.553,22.12,0.6,0.5,1,1
15,0,7,0,391,0,0,0,240,240,99999,0,0,7,0.1,24.0,0.6,0.5,1,1
15,0,8,0,278,0,0,0,360,360,99999,0,0,8,0.046,16.56,0.6,0.5,4,4
15,0,9,0,29,0,0,0,28,28,99999,0,0,9,0.829,23.212,0.6,0.5,1,1
16,0,0,0,109,0,0,0,48,48,99999,0,0,0,0.863,41.424,0.6,0.5,1,1
16,0,1,0,374,0,0,0,96,96,99999,0,0,1,0.167,16.032,0.6,0.5,1,1
16,0,2,0,74,0,0,0,24,24,99999,0,0,2,1.76,42.24,0.6,0.5,1,1
16,0,3,0,149,0,0,0,24,24,99999,0,0,3,0.767,18.408,0.6,0.5,2,2
16,0,4,0,344,0,0,0,240,240,99999,0,0,4,0.248,59.52,0.6,0.5,1,1
16,0,5,0,129,0,0,0,36,36,99999,0,0,5,0.466,16.776,0.6,0.5,1,1
16,0,6,0,38,0,0,0,48,48,99999,0,0,6,0.851,40.848,0.6,0.5,2,2
16,0,7,0,275,0,0,0,288,288,99999,0,0,7,0.141,40.608,0.6,0.5,1,1
16,0,8,0,165,0,0,0,144,144,99999,0,0,8,0.158,22.752,0.6,0.5,1,1
16,0,9,0,216,0,0,0,720,720,99999,0,0,9,0.018,12.96,0.6,0.5,1,1
17,0,0,0,157,0,0,0,144,144,99999,0,0,0,0.255,36.72,0.6,0.5,1,1
17,0,1,0,270,0,0,0,48,48,99999,0,0,1,0.137,6.576,0.6,0.5,1,1
17,0,2,0,379,0,0,0,50,50,99999,0,0,2,1.291,64.55,0.6,0.5,1,1
17,0,3,0,23,0,0,0,144,144,99999,0,0,3,0.381,54.864,0.6,0.5,1,1
17,0,4,0,117,0,0,0,96,96,99999,0,0,4,0.221,21.216,0.6,0.5,1,1
17,0,5,0,69,0,0,0,72,72,99999,0,0,5,0.35,25.2,0.6,0.5,1,1
17,0,6,0,27,0,0,0,24,24,99999,0,0,6,2.347,56.328,0.6,0.5,2,2
17,0,7,0,326,0,0,0,24,24,99999,0,0,7,1.362,32.688,0.6,0.5,2,2
17,0,8,0,145,0,0,0,48,48,99999,0,0,8,0.764,36.672,0.6,0.5,2,2
17,0,9,0,61,0,0,0,24,24,99999,0,0,9,0.369,8.856,0.6,0.5,1,1
18,0,0,0,195,0,0,0,216,216,99999,0,0,0,0.095,20.52,0.6,0.5,2,2
18,0,1,0,107,0,0,0,36,36,99999,0,0,1,0.897,32.292,0.6,0.5,1,1
18,0,2,0,46,0,0,0,48,48,99999,0,0,2,0.846,40.608,0.6,0.5,1,1
18,0,3,0,305,0,0,0,24,24,99999,0,0,3,0.576,13.824,0.6,0.5,2,2
18,0,4,0,396,0,0,0,70,70,99999,0,0,4,0.4,28.0,0.6,0.5,1,1
18,0,5,0,142,0,0,0,48,48,99999,0,0,5,1.552,74.496,0.6,0.5,1,1
18,0,6,0,94,0,0,0,48,48,99999,0,0,6,0.625,30.0,0.6,0.5,1,1
18,0,7,0,394,0,0,0,120,120,99999,0,0,7,0.2,24.0,0.6,0.5,1,1
18,0,8,0,134,0,0,0,120,120,99999,0,0,8,0.119,14.28,0.6,0.5,1,1
18,0,9,0,130,0,0,0,32,32,99999,0,0,9,0.332,10.624,0.6,0.5,1,1
19,0,0,0,302,0,0,0,20,20,99999,0,0,0,0.272,5.44,0.6,0.5,3,3
19,0,1,0,204,0,0,0,300,300,99999,0,0,1,0.121,36.3,0.6,0.5,1,1
19,0,2,0,333,0,0,0,144,144,99999,0,0,2,0.591,85.104,0.6,0.5,1,1
19,0,3,0,388,0,0,0,96,96,99999,0,0,3,0.125,12.0,0.6,0.5,1,1
19,0,4,0,91,0,0,0,24,24,99999,0,0,4,0.556,13.344,0.6,0.5,1,1
19,0,5,0,167,0,0,0,144,144,99999,0,0,5,0.25,36.0,0.6,0.5,1,1
19,0,6,0,179,0,0,0,240,240,99999,0,0,6,0.183,43.92,0.6,0.5,1,1
19,0,7,0,307,0,0,0,30,30,99999,0,0,7,0.523,15.69,0.6,0.5,4,4
19,0,8,0,102,0,0,0,48,48,99999,0,0,8,0.58,27.84,0.6,0.5,1,1
19,0,9,0,217,0,0,0,40,40,99999,0,0,9,0.35,14.0,0.6,0.5,1,1
20,0,0,0,68,0,0,0,96,96,99999,0,0,0,0.247,23.712,0.6,0.5,1,1
20,0,1,0,390,0,0,0,50,50,99999,0,0,1,0.8,40.0,0.6,0.5,1,1
20,0,2,0,111,0,0,0,36,36,99999,0,0,2,0.916,32.976,0.6,0.5,1,1
20,0,3,0,112,0,0,0,72,72,99999,0,0,3,0.567,40.824,0.6,0.5,1,1
20,0,4,0,325,0,0,0,24,24,99999,0,0,4,1.025,24.6,0.6,0.5,2,2
20,0,5,0,220,0,0,0,144,144,99999,0,0,5,0.175,25.2,0.6,0.5,1,1
20,0,6,0,131,0,0,0,48,48,99999,0,0,6,0.275,13.2,0.6,0.5,1,1
20,0,7,0,113,0,0,0,144,144,99999,0,0,7,0.157,22.608,0.6,0.5,1,1
20,0,8,0,218,0,0,0,48,48,99999,0,0,8,0.531,25.488,0.6,0.5,1,1
20,0,9,0,354,0,0,0,240,240,99999,0,0,9,0.434,104.16,0.6,0.5,1,1
21,0,0,0,123,0,0,0,96,96,99999,0,0,0,0.322,30.912,0.6,0.5,1,1
21,0,1,0,355,0,0,0,120,120,99999,0,0,1,0.095,11.4,0.6,0.5,2,2
21,0,2,0,122,0,0,0,144,144,99999,0,0,2,0.4,57.6,0.6,0.5,1,1
21,0,3,0,164,0,0,0,288,288,99999,0,0,3,0.15,43.2,0.6,0.5,1,1
21,0,4,0,207,0,0,0,144,144,99999,0,0,4,0.068,9.792,0.6,0.5,1,1
21,0,5,0,183,0,0,0,216,216,99999,0,0,5,0.158,34.128,0.6,0.5,1,1
21,0,6,0,279,0,0,0,120,120,99999,0,0,6,0.169,20.28,0.6,0.5,1,1
21,0,7,0,222,0,0,0,480,480,99999,0,0,7,0.08,38.4,0.6,0.5,1,1
21,0,8,0,139,0,0,0,120,120,99999,0,0,8,0.387,46.44,0.6,0.5,1,1
21,0,9,0,78,0,0,0,12,12,99999,0,0,9,1.768,21.216,0.6,0.5,1,1
22,0,0,0,49,0,0,0,32,32,99999,0,0,0,1.114,35.648,0.6,0.5,1,1
22,0,1,0,342,0,0,0,192,192,99999,0,0,1,0.302,57.984,0.6,0.5,1,1
22,0,2,0,193,0,0,0,600,600,99999,0,0,2,0.083,49.8,0.6,0.5,1,1
22,0,3,0,34,0,0,0,48,48,99999,0,0,3,0.443,21.264,0.6,0.5,1,1
22,0,4,0,340,0,0,0,48,48,99999,0,0,4,0.178,8.544,0.6,0.5,1,1
22,0,5,0,171,0,0,0,216,216,99999,0,0,5,0.216,46.656,0.6,0.5,1,1
22,0,6,0,37,0,0,0,48,48,99999,0,0,6,0.473,22.704,0.6,0.5,2,2
22,0,7,0,184,0,0,0,270,270,99999,0,0,7,0.193,52.11,0.6,0.5,1,1
22,0,8,0,281,0,0,0,120,120,99999,0,0,8,0.168,20.16,0.6,0.5,1,1
22,0,9,0,133,0,0,0,960,960,99999,0,0,9,0.032,30.72,0.6,0.5,1,1
23,0,0,0,212,0,0,0,576,576,99999,0,0,0,0.042,24.192,0.6,0.5,1,1
23,0,1,0,92,0,0,0,24,24,99999,0,0,1,1.167,28.008,0.6,0.5,1,1
23,0,2,0,382,0,0,0,48,48,99999,0,0,2,0.9,43.2,0.6,0.5,1,1
23,0,3,0,331,0,0,0,4,4,99999,0,0,3,4.718,18.872,0.6,0.5,1,1
23,0,4,0,19,0,0,0,48,48,99999,0,0,4,0.586,28.128,0.6,0.5,4,4
23,0,5,0,290,0,0,0,96,96,99999,0,0,5,0.187,17.952,0.6,0.5,1,1
23,0,6,0,277,0,0,0,72,72,99999,0,0,6,0.545,39.24,0.6,0.5,4,4
23,0,7,0,172,0,0,0,144,144,99999,0,0,7,0.26,37.44,0.6,0.5,2,2
23,0,8,0,261,0,0,0,60,60,99999,0,0,8,0.103,6.18,0.6,0.5,2,2
23,0,9,0,289,0,0,0,16,16,99999,0,0,9,0.488,7.808,0.6,0.5,1,1
24,0,0,0,376,0,0,0,20,20,99999,0,0,0,2.434,48.68,0.6,0.5,1,1
24,0,1,0,205,0,0,0,192,192,99999,0,0,1,0.052,9.984,0.6,0.5,1,1
24,0,2,0,197,0,0,0,144,144,99999,0,0,2,0.24,34.56,0.6,0.5,1,1
24,0,3,0,282,0,0,0,96,96,99999,0,0,3,0.212,20.352,0.6,0.5,1,1
24,0,4,0,385,0,0,0,48,48,99999,0,0,4,0.902,43.296,0.6,0.5,1,1
24,0,5,0,71,0,0,0,12,12,99999,0,0,5,1.675,20.1,0.6,0.5,1,1
24,0,6,0,236,0,0,0,54,54,99999,0,0,6,0.2,10.8,0.6,0.5,1,1
24,0,7,0,248,0,0,0,384,384,99999,0,0,7,0.091,34.944,0.6,0.5,3,3
24,0,8,0,137,0,0,0,288,288,99999,0,0,8,0.167,48.096,0.6,0.5,1,1
24,0,9,0,255,0,0,0,8,8,99999,0,0,9,2.325,18.6,0.6,0.5,1,1
25,0,0,0,380,0,0,0,20,20,99999,0,0,0,1.63,32.6,0.6,0.5,1,1
25,0,1,0,202,0,0,0,216,216,99999,0,0,1,0.129,27.864,0.6,0.5,1,1
25,0,2,0,323,0,0,0,180,180,99999,0,0,2,0.164,29.52,0.6,0.5,1,1
25,0,3,0,22,0,0,0,48,48,99999,0,0,3,0.554,26.592,0.6,0.5,4,4
25,0,4,0,31,0,0,0,48,48,99999,0,0,4,0.398,19.104,0.6,0.5,1,1
25,0,5,0,215,0,0,0,192,192,99999,0,0,5,0.025,4.8,0.6,0.5,1,1
25,0,6,0,188,0,0,0,72,72,99999,0,0,6,0.339,24.408,0.6,0.5,1,1
25,0,7,0,89,0,0,0,32,32,99999,0,0,7,1.256,40.192,0.6,0.5,1,1
25,0,8,0,10,0,0,0,192,192,99999,0,0,8,0.289,55.488,0.6,0.5,1,1
25,0,9,0,32,0,0,0,24,24,99999,0,0,9,0.745,17.88,0.6,0.5,1,1
26,0,0,0,208,0,0,0,320,320,99999,0,0,0,0.03,9.6,0.6,0.5,1,1
26,0,1,0,308,0,0,0,24,24,99999,0,0,1,0.416,9.984,0.6,0.5,2,2
26,0,2,0,243,0,0,0,60,60,99999,0,0,2,0.177,10.62,0.6,0.5,3,3
26,0,3,0,115,0,0,0,144,144,99999,0,0,3,0.17,24.48,0.6,0.5,1,1
26,0,4,0,83,0,0,0,32,32,99999,0,0,4,0.661,21.152,0.6,0.5,1,1
26,0,5,0,141,0,0,0,96,96,99999,0,0,5,0.321,30.816,0.6,0.5,1,1
26,0,6,0,136,0,0,0,288,288,99999,0,0,6,0.118,33.984,0.6,0.5,2,2
26,0,7,0,81,0,0,0,36,36,99999,0,0,7,0.441,15.876,0.6,0.5,1,1
26,0,8,0,65,0,0,0,96,96,99999,0,0,8,0.25,24.0,0.6,0.5,1,1
26,0,9,0,206,0,0,0,42,42,99999,0,0,9,0.356,14.952,0.6,0.5,1,1
27,0,0,0,53,0,0,0,120,120,99999,0,0,0,0.053,6.36,0.6,0.5,1,1
27,0,1,0,386,0,0,0,72,72,99999,0,0,1,0.693,49.896,0.6,0.5,4,4
27,0,2,0,189,0,0,0,216,216,99999,0,0,2,0.243,52.488,0.6,0.5,1,1
27,0,3,0,173,0,0,0,144,144,99999,0,0,3,0.14,20.16,0.6,0.5,1,1
27,0,4,0,88,0,0,0,32,32,99999,0,0,4,1.256,40.192,0.6,0.5,1,1
27,0,5,0,15,0,0,0,48,48,99999,0,0,5,0.583,27.984,0.6,0.5,4,4
27,0,6,0,180,0,0,0,108,108,99999,0,0,6,0.173,18.684,0.6,0.5,1,1
27,0,7,0,252,0,0,0,24,24,99999,0,0,7,0.21,5.04,0.6,0.5,1,1
27,0,8,0,227,0,0,0,216,216,99999,0,0,8,0.064,13.824,0.6,0.5,1,1
27,0,9,0,201,0,0,0,192,192,99999,0,0,9,0.164,31.488,0.6,0.5,1,1
